0 2.27918
0.1 2.27918
0.2 2.27918
0.3 2.27918
0.4 2.27918
0.5 2.27918
0.6 2.27918
0.7 2.27918
0.8 2.27918
0.9 2.27918
1 2.27918
1.1 2.27918
1.2 2.27918
1.3 2.27918
1.4 2.27918
1.5 2.27918
1.6 2.27918
1.7 2.27918
1.8 2.27918
1.9 2.27918
2 2.27918
2.1 2.27918
2.2 2.27918
2.3 2.27918
2.4 2.27918
2.5 2.27918
2.6 2.27918
2.7 2.27918
2.8 2.27918
2.9 2.27918
3 2.27918
3.1 2.27918
3.2 2.27918
3.3 2.27918
3.4 2.27918
3.5 2.27918
3.6 2.27918
3.7 2.27918
3.8 2.27918
3.9 2.27918
4 2.27918
4.1 2.27918
4.2 2.27918
4.3 2.27918
4.4 2.27918
4.5 2.27918
4.6 2.27918
4.7 2.27918
4.8 2.27918
4.9 2.27918
5 2.27918
5.1 2.27918
5.2 2.27918
5.3 2.27918
5.4 2.27918
5.5 2.27918
5.6 2.27918
5.7 2.27918
5.8 2.27918
5.9 2.27918
6 2.27918
6.1 2.27918
6.2 2.27918
6.3 2.27918
6.4 2.27918
6.5 2.27918
6.6 2.27918
6.7 2.27918
6.8 2.27918
6.9 2.27918
7 2.27918
7.1 2.27918
7.2 2.27918
7.3 2.27918
7.4 2.27918
7.5 2.27918
7.6 2.27918
7.7 2.27918
7.8 2.27918
7.9 2.27918
8 2.27918
8.1 2.27918
8.2 2.27918
8.3 2.27918
8.4 2.27918
8.5 2.27918
8.6 2.27918
8.7 2.27918
8.8 2.27918
8.9 2.27918
9 2.27918
9.1 2.27918
9.2 2.27918
9.3 2.27918
9.4 2.27918
9.5 2.27918
9.6 2.27918
9.7 2.27918
9.8 2.27918
9.9 2.27918
